Transaction_ID,Date,Category,Region,Payment_Mode,Segment,Sales,Profit,Discount,Rating,Latitude,Longitude
31,2024-01-02 06:00:00,Clothing,Europe,Bank Transfer,Consumer,833.22,922.07,0.14,1,48.55641874992687,3.7365855031157995
32,2024-01-02 07:00:00,Furniture,Europe,PayPal,Home Office,589.48,847.99,0.27,1,40.18724185700878,14.456272143118596
33,2024-01-02 08:00:00,Groceries,North America,Bank Transfer,Corporate,4499.94,1088.82,0.22,2,37.680103652766036,-90.88789927321137
34,2024-01-02 09:00:00,Groceries,North America,Bank Transfer,Corporate,3511.17,1274.87,0.13,2,45.040936369808264,-73.93000780210616
35,2024-01-02 10:00:00,Toys,Asia Pacific,Credit Card,Consumer,4831.32,472.4,0.29,1,29.814044693159317,142.7236258028883
36,2024-01-02 11:00:00,Toys,Asia Pacific,PayPal,Corporate,420.92,957.33,0.09,2,14.968424971001518,73.11076751352051
37,2024-01-02 12:00:00,Toys,Asia Pacific,Credit Card,Home Office,4514.04,1183.27,0.08,2,-7.408490974668782,91.47900205318645
38,2024-01-02 13:00:00,Clothing,Asia Pacific,Bank Transfer,Consumer,4229.71,1018.87,0.27,4,20.699310847747807,96.81793200374393
39,2024-01-02 14:00:00,Groceries,Middle East,PayPal,Corporate,4466.99,1375.42,0.21,3,18.322874091896118,56.262377417808864
40,2024-01-02 15:00:00,Groceries,Middle East,PayPal,Home Office,38.76,691.5,0.1,4,34.69989543805843,35.41603816735303
41,2024-01-02 16:00:00,Electronics,North America,Credit Card,Consumer,3712.1,1184.22,0.07,5,27.235602309758765,-100.03967467228898
42,2024-01-02 17:00:00,Clothing,Europe,Credit Card,Home Office,2749.2,1355.59,0.05,4,43.441681195819726,29.107560719599356
43,2024-01-02 18:00:00,Books,Europe,Bank Transfer,Corporate,2870.17,791.28,0.09,3,51.35755509925841,-6.5744817237315925
44,2024-01-02 19:00:00,Clothing,Latin America,Bank Transfer,Corporate,2351.32,-72.33,0.04,3,-8.20467156512386,-66.5386981935441
45,2024-01-02 20:00:00,Books,Middle East,PayPal,Corporate,3715.96,1208.81,0.04,4,34.30225246611741,46.881976220789795
46,2024-01-02 21:00:00,Electronics,Asia Pacific,PayPal,Corporate,4999.2,1253.65,0.23,4,36.38318546581514,72.41396724326353
47,2024-01-02 22:00:00,Furniture,Asia Pacific,Crypto,Consumer,3555.59,539.76,0.02,5,-4.836266678495812,100.90152303554703
48,2024-01-02 23:00:00,Groceries,Latin America,Crypto,Corporate,3393.47,266.52,0.13,1,5.4782682342229165,-58.21583682279059
49,2024-01-03 00:00:00,Electronics,Europe,Debit Card,Consumer,3275.64,1465.04,0.12,3,55.6035131220556,4.176481679743041
50,2024-01-03 01:00:00,Groceries,Asia Pacific,Bank Transfer,Consumer,3479.11,782.6,0.29,1,-4.425284851201285,89.6831056601597
51,2024-01-03 02:00:00,Toys,Europe,Debit Card,Home Office,1717.14,725.89,0.14,5,51.13258527794363,33.57085496073251
52,2024-01-03 03:00:00,Furniture,Latin America,Debit Card,Corporate,1607.9,1413.72,0.05,2,-11.80002687262602,-72.25537879661972
53,2024-01-03 04:00:00,Furniture,Europe,Credit Card,Home Office,3923.85,552.96,0.03,2,50.940301147796475,-0.153301438571809
54,2024-01-03 05:00:00,Electronics,Europe,Credit Card,Home Office,274.91,1257.02,0.22,1,49.25719255645872,-4.8854138657052095
55,2024-01-03 06:00:00,Furniture,Europe,Crypto,Home Office,3798.65,1021.04,0.04,4,55.27837670351806,30.25833283492021
56,2024-01-03 07:00:00,Books,Asia Pacific,Debit Card,Home Office,4071.07,1448.34,0.28,3,17.06277490198256,73.05460849746454
57,2024-01-03 08:00:00,Furniture,North America,Crypto,Home Office,2612.77,585.84,0.17,1,32.004635403304825,-121.7029089241569
58,2024-01-03 09:00:00,Groceries,Middle East,Bank Transfer,Corporate,4551.64,1352.2,0.12,4,25.469116761359047,37.5433575567733
59,2024-01-03 10:00:00,Groceries,Europe,PayPal,Home Office,2370.71,810.21,0.21,5,56.74316264882606,32.50821441886144
60,2024-01-03 11:00:00,Groceries,Europe,Credit Card,Consumer,898.65,661.4,0.06,4,38.90245187089136,24.744401750344927
61,2024-01-03 12:00:00,Groceries,Europe,Bank Transfer,Consumer,1813.38,389.06,0.11,5,52.412582207188706,9.83771980352192
62,2024-01-03 13:00:00,Books,North America,Bank Transfer,Corporate,4530.28,784.32,0.01,1,28.824977297828973,-122.07353666459002
63,2024-01-03 14:00:00,Clothing,Latin America,Credit Card,Consumer,4968.75,816.08,0.26,2,-0.42096194063070413,-71.19290344571695
64,2024-01-03 15:00:00,Toys,Asia Pacific,Credit Card,Home Office,2115.05,1337.43,0.13,3,20.172687892246447,139.27052932306358
65,2024-01-03 16:00:00,Electronics,North America,Debit Card,Consumer,842.56,1026.5,0.23,1,39.827485955008676,-71.56225953409904
66,2024-01-03 17:00:00,Groceries,Europe,Crypto,Home Office,1438.78,1222.36,0.28,2,51.13754732071973,5.7301556715603414
67,2024-01-03 18:00:00,Furniture,North America,Bank Transfer,Corporate,2770.95,1130.61,0.2,5,46.31168329414985,-111.34525772379433
68,2024-01-03 19:00:00,Groceries,North America,Debit Card,Consumer,2864.76,342.63,0.11,3,49.289259488047904,-101.3360832963532
69,2024-01-03 20:00:00,Furniture,North America,Debit Card,Consumer,3154.0,229.28,0.19,4,48.83117670655704,-118.98410577271166
70,2024-01-03 21:00:00,Toys,Latin America,Bank Transfer,Consumer,4178.41,313.57,0.11,1,-29.54405979081603,-72.1547481616538
71,2024-01-03 22:00:00,Toys,Middle East,Bank Transfer,Corporate,3558.96,134.53,0.17,4,16.96736736173736,53.348900560081134
72,2024-01-03 23:00:00,Toys,Asia Pacific,PayPal,Corporate,1311.59,517.54,0.13,3,3.2272827588733985,121.15793515650157
73,2024-01-04 00:00:00,Furniture,Latin America,Crypto,Consumer,1981.27,946.24,0.04,1,-3.253718393255511,-52.47018638346921
74,2024-01-04 01:00:00,Groceries,Latin America,Bank Transfer,Corporate,4200.68,759.16,0.23,1,3.3043248505101417,-74.04136582430372
75,2024-01-04 02:00:00,Toys,Middle East,Credit Card,Home Office,3170.58,986.74,0.15,4,16.009280628921726,35.74262827593756
76,2024-01-04 03:00:00,Books,Latin America,PayPal,Corporate,840.43,469.76,0.06,4,-25.848399846773393,-64.83257856247445
77,2024-01-04 04:00:00,Furniture,North America,Crypto,Consumer,1634.44,228.44,0.27,2,49.18439846702678,-108.80649413274767
78,2024-01-04 05:00:00,Furniture,North America,Credit Card,Home Office,3957.54,224.41,0.26,4,36.32307322758306,-81.13619679436991
79,2024-01-04 06:00:00,Groceries,Europe,Credit Card,Consumer,868.75,861.38,0.17,5,57.96495048548857,38.57207515811017
80,2024-01-04 07:00:00,Furniture,Latin America,Crypto,Consumer,3458.34,162.87,0.29,2,3.0580489867349883,-59.89935767808135
81,2024-01-04 08:00:00,Furniture,Europe,PayPal,Consumer,2822.05,535.47,0.28,4,40.73691119589788,19.918347807580638
82,2024-01-04 09:00:00,Toys,Asia Pacific,Credit Card,Corporate,745.9,240.53,0.27,1,-0.16024766214627562,74.45797857993693
83,2024-01-04 10:00:00,Groceries,North America,Debit Card,Consumer,3447.51,960.42,0.04,4,47.983848378566606,-100.912581645037
84,2024-01-04 11:00:00,Toys,Asia Pacific,Crypto,Home Office,720.32,884.67,0.09,3,15.412011194356833,118.73752208511127
85,2024-01-04 12:00:00,Toys,Middle East,Crypto,Home Office,1998.19,509.8,0.12,2,24.028171148780135,46.1107616225305
86,2024-01-04 13:00:00,Groceries,North America,Bank Transfer,Home Office,1549.71,105.95,0.25,1,47.87863293911073,-81.00723226239629
87,2024-01-04 14:00:00,Electronics,Asia Pacific,PayPal,Consumer,3453.15,238.91,0.26,4,0.6296099225377976,93.34221033764477
88,2024-01-04 15:00:00,Toys,Middle East,Debit Card,Home Office,3913.99,655.53,0.23,3,28.212452802587073,49.27729797551163
89,2024-01-04 16:00:00,Books,Asia Pacific,Debit Card,Home Office,849.9,1455.33,0.14,2,28.307967688549184,128.2106097108389
90,2024-01-04 17:00:00,Books,Middle East,Bank Transfer,Home Office,4061.86,333.24,0.05,2,29.170944248924208,57.00544777201291
91,2024-01-04 18:00:00,Furniture,Middle East,Credit Card,Home Office,46.0,205.9,0.01,2,30.33106188430632,41.07118471349592
92,2024-01-04 19:00:00,Books,North America,Credit Card,Corporate,2654.99,253.09,0.21,1,46.82092997550531,-109.86806769193592
93,2024-01-04 20:00:00,Furniture,Europe,Debit Card,Consumer,2588.78,1033.02,0.3,4,57.77236211170182,31.213498235889332
94,2024-01-04 21:00:00,Electronics,Middle East,PayPal,Consumer,3122.87,1363.49,0.1,1,16.48170779112154,54.28201536498271
95,2024-01-04 22:00:00,Groceries,Middle East,Credit Card,Home Office,1206.11,20.27,0.17,5,25.00228227584137,59.42781895631157
96,2024-01-04 23:00:00,Groceries,North America,Crypto,Consumer,59.19,1098.86,0.24,4,36.46047340022547,-125.97953513663185
97,2024-01-05 00:00:00,Groceries,Europe,Bank Transfer,Home Office,2279.27,691.37,0.06,5,42.3284140768197,11.510471199253168
98,2024-01-05 01:00:00,Books,Latin America,PayPal,Home Office,366.32,1220.3,0.25,4,-6.3232928803839314,-73.9157686411981
99,2024-01-05 02:00:00,Electronics,Latin America,Credit Card,Home Office,4462.05,574.41,0.19,2,-9.39669490925872,-60.661087916413145
100,2024-01-05 03:00:00,Books,Europe,Debit Card,Consumer,876.59,-91.65,0.17,1,55.916563945948624,5.1201455407653675
101,2024-01-05 04:00:00,Books,Asia Pacific,Bank Transfer,Corporate,2131.91,992.47,0.23,5,12.475872198694617,101.0890130919701
102,2024-01-05 05:00:00,Electronics,North America,Credit Card,Consumer,2175.66,1192.75,0.07,2,40.80578426897803,-79.8286609196937
103,2024-01-05 06:00:00,Electronics,Europe,Debit Card,Consumer,2768.79,1343.23,0.18,2,51.89060331095456,13.25244978580156
104,2024-01-05 07:00:00,Electronics,Latin America,Credit Card,Corporate,3914.84,810.48,0.07,5,-4.486812197929385,-67.11024150750728
105,2024-01-05 08:00:00,Electronics,Middle East,Bank Transfer,Consumer,2366.02,95.28,0.05,4,17.881996835271323,42.992948111191005
106,2024-01-05 09:00:00,Groceries,Latin America,Crypto,Corporate,138.51,491.74,0.19,5,-12.252417362661877,-62.42940267989353
107,2024-01-05 10:00:00,Clothing,Middle East,Crypto,Home Office,3857.84,1154.8,0.08,1,29.752024849547276,58.408634022809856
108,2024-01-05 11:00:00,Clothing,North America,Debit Card,Corporate,420.04,691.06,0.21,3,34.72398506475665,-124.8130888736136
109,2024-01-05 12:00:00,Electronics,Middle East,Crypto,Home Office,3211.35,1018.79,0.15,4,15.668263696375313,35.098819262456594
110,2024-01-05 13:00:00,Clothing,Europe,Bank Transfer,Corporate,4019.11,-92.5,0.21,2,58.4525037936579,39.78166756708845
111,2024-01-05 14:00:00,Clothing,Middle East,Debit Card,Home Office,1420.62,16.8,0.27,5,16.027681551126808,43.95521759816599
112,2024-01-05 15:00:00,Electronics,Asia Pacific,Credit Card,Consumer,2251.04,989.86,0.04,3,23.467256864766817,84.31563193133408
113,2024-01-05 16:00:00,Clothing,Europe,PayPal,Corporate,81.54,364.32,0.02,5,49.86092970513069,30.680867991977323
114,2024-01-05 17:00:00,Books,North America,Credit Card,Consumer,4021.34,521.1,0.12,3,46.45216074278618,-87.61475937028514
115,2024-01-05 18:00:00,Furniture,Europe,Bank Transfer,Home Office,3519.27,927.41,0.22,4,37.04410443205574,7.419789228824172
116,2024-01-05 19:00:00,Furniture,Asia Pacific,Debit Card,Corporate,1164.62,79.22,0.27,5,38.367138838554986,85.42040505933907
117,2024-01-05 20:00:00,Electronics,North America,Credit Card,Corporate,1957.23,1232.33,0.01,5,36.34815183928552,-109.94938392065076
118,2024-01-05 21:00:00,Groceries,Latin America,Debit Card,Corporate,3479.63,131.09,0.24,3,-21.77846861228161,-67.05855649791698
119,2024-01-05 22:00:00,Electronics,Asia Pacific,Crypto,Consumer,1797.23,1073.25,0.02,1,-0.5240663083056738,140.18026832893173
120,2024-01-05 23:00:00,Groceries,North America,PayPal,Home Office,820.45,368.4,0.17,2,29.36108209371712,-92.58734989632006
121,2024-01-06 00:00:00,Furniture,Middle East,Bank Transfer,Consumer,2597.34,315.95,0.1,3,33.84631225622189,58.816142690696836
122,2024-01-06 01:00:00,Electronics,Europe,Credit Card,Corporate,3620.6,1214.02,0.01,5,50.01061670108483,3.5447961634484866
123,2024-01-06 02:00:00,Toys,North America,PayPal,Home Office,1610.84,783.52,0.03,3,31.19744528294241,-85.15175923408898
124,2024-01-06 03:00:00,Books,Europe,Bank Transfer,Home Office,617.64,228.8,0.11,3,59.51768311967709,-6.120251052440853
125,2024-01-06 04:00:00,Clothing,Middle East,Bank Transfer,Consumer,4149.43,-95.93,0.29,5,30.789371627308658,38.07463448912825
126,2024-01-06 05:00:00,Groceries,North America,Crypto,Consumer,1271.48,1456.86,0.05,5,32.45463367742822,-96.0025808811645
127,2024-01-06 06:00:00,Toys,Latin America,Debit Card,Corporate,2568.95,590.22,0.08,1,-18.111012107074778,-53.989553002130826
128,2024-01-06 07:00:00,Clothing,Asia Pacific,Debit Card,Corporate,3459.8,535.88,0.3,1,10.85979373107445,87.52909864542565
129,2024-01-06 08:00:00,Clothing,North America,PayPal,Corporate,1592.21,-19.5,0.14,1,38.27326869636044,-128.55941589049831
130,2024-01-06 09:00:00,Electronics,Middle East,Crypto,Corporate,3246.7,1331.05,0.08,5,29.821566998247178,48.05722165263841
131,2024-01-06 10:00:00,Clothing,North America,Bank Transfer,Home Office,2303.95,124.94,0.18,4,48.6675079498737,-123.83263184680057
132,2024-01-06 11:00:00,Books,Europe,Crypto,Corporate,2856.48,436.73,0.13,1,53.30730595571109,5.047519697693801
133,2024-01-06 12:00:00,Toys,North America,Crypto,Corporate,2956.97,573.77,0.26,2,34.3287170836166,-109.09079666275542
134,2024-01-06 13:00:00,Clothing,Latin America,PayPal,Corporate,4122.51,1196.17,0.0,4,-15.679123285646908,-62.76660187691575
135,2024-01-06 14:00:00,Electronics,North America,Debit Card,Consumer,3285.07,475.15,0.3,1,25.52512127297161,-79.19455860022785
136,2024-01-06 15:00:00,Books,Asia Pacific,Crypto,Consumer,1328.89,750.34,0.02,2,34.0897971335978,73.16452279435791
137,2024-01-06 16:00:00,Furniture,North America,Crypto,Consumer,307.43,585.97,0.16,5,44.40007983977122,-125.66364341766015
138,2024-01-06 17:00:00,Toys,Europe,Crypto,Corporate,19.91,398.95,0.21,2,55.195339957115124,20.6493860911139
139,2024-01-06 18:00:00,Clothing,North America,Credit Card,Home Office,4523.04,1414.08,0.16,1,32.65881904177637,-93.16704406158992
140,2024-01-06 19:00:00,Electronics,Latin America,Crypto,Corporate,4711.13,1175.0,0.09,3,-9.734155840975038,-54.56980700753191
141,2024-01-06 20:00:00,Furniture,Middle East,Crypto,Consumer,479.62,178.96,0.26,3,24.50743555997174,54.32186479143978
142,2024-01-06 21:00:00,Furniture,North America,Bank Transfer,Consumer,2440.4,787.53,0.13,2,26.131738434794922,-109.34306147833323
143,2024-01-06 22:00:00,Groceries,North America,Credit Card,Corporate,766.46,1174.5,0.09,5,38.98216870216689,-94.70541813591436
144,2024-01-06 23:00:00,Books,Asia Pacific,Crypto,Home Office,4744.26,827.66,0.23,4,-1.5227506508015036,75.96236835981914
145,2024-01-07 00:00:00,Clothing,Latin America,Crypto,Home Office,1241.69,690.05,0.04,3,-29.160855181722816,-63.479455010549295
146,2024-01-07 01:00:00,Electronics,Middle East,PayPal,Home Office,2513.22,15.3,0.06,4,21.607743533826707,49.19519983393424
147,2024-01-07 02:00:00,Groceries,Europe,PayPal,Consumer,836.44,69.71,0.08,5,46.2378708809311,9.703402744837518
148,2024-01-07 03:00:00,Books,North America,Credit Card,Consumer,1670.48,292.38,0.13,3,46.08301482613226,-92.70903106544054
149,2024-01-07 04:00:00,Groceries,Middle East,Bank Transfer,Home Office,1341.36,721.43,0.01,5,27.92201460839458,44.54565954455086
150,2024-01-07 05:00:00,Toys,Europe,Credit Card,Corporate,2382.38,1479.67,0.3,1,54.42110790285618,-2.3956214417586184
151,2024-01-07 06:00:00,Books,Latin America,Credit Card,Home Office,2104.71,1183.63,0.18,4,-13.919970823076184,-78.11304379725532
152,2024-01-07 07:00:00,Books,Latin America,PayPal,Corporate,1660.68,76.08,0.29,1,-25.382505885409085,-76.73896575078889
153,2024-01-07 08:00:00,Clothing,Middle East,PayPal,Consumer,538.33,1047.62,0.24,5,23.828722631423066,52.43310893134942
154,2024-01-07 09:00:00,Books,Europe,Bank Transfer,Consumer,2427.59,1196.75,0.04,5,42.81741776623299,-8.669446913814085
155,2024-01-07 10:00:00,Groceries,Latin America,Crypto,Consumer,4252.54,562.82,0.06,2,-1.7116642995449816,-71.70267731328367
156,2024-01-07 11:00:00,Books,Middle East,Bank Transfer,Home Office,3653.81,428.24,0.01,2,29.453493756256922,35.183865624037345
157,2024-01-07 12:00:00,Clothing,Latin America,Crypto,Home Office,3605.67,835.38,0.25,3,-17.506315952878182,-55.15077014336984
158,2024-01-07 13:00:00,Clothing,Latin America,Debit Card,Consumer,1836.8,730.65,0.18,1,4.846030818642014,-49.83486229709494
159,2024-01-07 14:00:00,Toys,Latin America,PayPal,Consumer,3545.01,324.34,0.06,1,-12.015211202605315,-51.25940788603545
160,2024-01-07 15:00:00,Groceries,Asia Pacific,Debit Card,Consumer,2333.0,535.8,0.29,5,16.877070364298095,135.07164448462552
161,2024-01-07 16:00:00,Furniture,Europe,Debit Card,Home Office,759.88,771.1,0.22,2,54.30163873885494,38.79260845234589
162,2024-01-07 17:00:00,Furniture,Middle East,PayPal,Home Office,2101.06,827.88,0.21,4,17.098761352854122,43.517622667135385
163,2024-01-07 18:00:00,Books,Middle East,Debit Card,Consumer,672.37,750.8,0.08,5,18.847536109697916,50.76920208955087
164,2024-01-07 19:00:00,Toys,Europe,Credit Card,Home Office,581.27,1253.77,0.09,1,51.60069244749627,0.1905341959413871
165,2024-01-07 20:00:00,Electronics,Europe,Crypto,Home Office,125.07,-49.21,0.2,1,45.538815000726444,20.107511127645274
166,2024-01-07 21:00:00,Books,Europe,Bank Transfer,Home Office,1421.44,432.77,0.18,5,51.47383004081731,-4.867650779373941
167,2024-01-07 22:00:00,Toys,Europe,PayPal,Home Office,1661.07,1099.73,0.19,5,58.02682070011316,-8.295844248169711
168,2024-01-07 23:00:00,Groceries,North America,Credit Card,Consumer,3500.22,942.85,0.26,5,49.32356008882042,-111.02045078687334
169,2024-01-08 00:00:00,Groceries,Middle East,Bank Transfer,Consumer,2694.64,1369.23,0.05,1,21.326911454568354,46.15064988684127
170,2024-01-08 01:00:00,Groceries,North America,Bank Transfer,Home Office,4293.66,840.83,0.03,4,42.37395899740109,-120.42389297891089
171,2024-01-08 02:00:00,Groceries,Latin America,Bank Transfer,Consumer,890.59,921.04,0.17,1,-19.80060880016968,-41.53709260843701
172,2024-01-08 03:00:00,Groceries,Latin America,Debit Card,Consumer,1337.12,1027.92,0.15,5,5.073685743290298,-71.50433260807563
173,2024-01-08 04:00:00,Toys,Middle East,Debit Card,Consumer,4705.97,197.92,0.12,2,26.460228704683278,40.090043762869925
174,2024-01-08 05:00:00,Toys,Latin America,Debit Card,Corporate,2225.79,1105.19,0.27,4,-7.997549695969557,-65.36906819948626
175,2024-01-08 06:00:00,Clothing,Europe,Debit Card,Consumer,3947.36,379.82,0.17,3,44.06061849722515,21.75349258820913
176,2024-01-08 07:00:00,Furniture,North America,Credit Card,Consumer,2465.92,579.2,0.17,1,31.296021204176274,-105.74442368830492
177,2024-01-08 08:00:00,Groceries,Europe,Debit Card,Home Office,2360.72,-77.59,0.11,4,58.13147123508534,27.768239966251876
178,2024-01-08 09:00:00,Electronics,Latin America,PayPal,Home Office,749.1,1249.71,0.1,4,-14.668662268705127,-70.78952537513348
179,2024-01-08 10:00:00,Toys,North America,Bank Transfer,Corporate,4257.49,1425.59,0.3,5,41.475290757522345,-81.53861886325109
180,2024-01-08 11:00:00,Electronics,Europe,Credit Card,Corporate,400.99,-3.69,0.19,4,56.51911703222831,18.214063993478323
181,2024-01-08 12:00:00,Electronics,Middle East,Debit Card,Consumer,1558.2,916.32,0.25,1,25.33599714023824,52.99106003332627
182,2024-01-08 13:00:00,Electronics,Europe,Bank Transfer,Consumer,3370.61,1437.25,0.13,2,39.39417084264382,32.60694676769441
183,2024-01-08 14:00:00,Clothing,Latin America,Credit Card,Home Office,2541.22,871.04,0.06,4,-27.043059820420407,-55.8793239714821
184,2024-01-08 15:00:00,Toys,North America,Bank Transfer,Consumer,4408.08,1176.72,0.1,1,39.74233785197394,-111.3578610886701
185,2024-01-08 16:00:00,Electronics,Middle East,Credit Card,Consumer,206.1,89.01,0.1,5,15.709257147290437,52.94637180580511
186,2024-01-08 17:00:00,Groceries,North America,Crypto,Consumer,3250.54,291.76,0.17,4,25.604353078799623,-119.22329916466059
187,2024-01-08 18:00:00,Books,Middle East,Credit Card,Consumer,2392.55,453.18,0.05,3,25.884736559276078,58.499575796523345
188,2024-01-08 19:00:00,Electronics,North America,Debit Card,Consumer,780.02,1469.87,0.12,3,26.64833771797492,-95.27278382269313
189,2024-01-08 20:00:00,Clothing,Latin America,Bank Transfer,Consumer,3718.83,1150.84,0.03,2,-16.84427860629889,-53.22328114193097
190,2024-01-08 21:00:00,Toys,Middle East,Bank Transfer,Consumer,2062.42,1317.06,0.15,5,34.05817631548263,41.71475789139277
191,2024-01-08 22:00:00,Clothing,Asia Pacific,Bank Transfer,Consumer,2662.59,679.32,0.28,1,37.79634925242382,139.6501040733807
192,2024-01-08 23:00:00,Electronics,North America,PayPal,Home Office,4836.66,1046.89,0.1,4,40.17639789580221,-84.50579967469122
193,2024-01-09 00:00:00,Toys,North America,PayPal,Corporate,2436.29,1070.5,0.01,1,46.62220010836715,-81.79188208251162
194,2024-01-09 01:00:00,Books,Europe,Debit Card,Consumer,4118.63,810.28,0.18,3,43.16769214109179,30.630203842079972
195,2024-01-09 02:00:00,Electronics,Middle East,Crypto,Home Office,3850.19,1304.75,0.19,5,21.270376824403964,56.676982308497415
196,2024-01-09 03:00:00,Clothing,Asia Pacific,PayPal,Consumer,3317.15,153.2,0.14,1,2.7733025320162454,115.78086875725965
197,2024-01-09 04:00:00,Furniture,Latin America,Credit Card,Consumer,4485.09,-7.97,0.12,4,-2.2830542183335467,-62.96835077671047
198,2024-01-09 05:00:00,Groceries,Europe,Debit Card,Corporate,1265.49,386.49,0.27,5,54.57431238331306,36.26779525115723
199,2024-01-09 06:00:00,Clothing,Asia Pacific,Crypto,Home Office,4105.65,41.23,0.28,4,-0.687345296665633,72.67541213360948
200,2024-01-09 07:00:00,Toys,Middle East,Credit Card,Consumer,1895.16,-3.49,0.2,4,27.530328338474625,50.054671564613095
201,2024-01-09 08:00:00,Electronics,Asia Pacific,Bank Transfer,Corporate,4064.33,570.54,0.15,5,7.0652226841630466,132.83703813010987
202,2024-01-09 09:00:00,Groceries,North America,PayPal,Corporate,2474.01,220.81,0.02,5,45.653563717504376,-110.080859181043
203,2024-01-09 10:00:00,Electronics,North America,Credit Card,Consumer,4289.97,1164.24,0.09,4,42.05681248998248,-91.47849570100553
204,2024-01-09 11:00:00,Toys,Europe,Crypto,Consumer,4475.27,827.66,0.09,3,43.56610436893019,38.457412827962344
205,2024-01-09 12:00:00,Electronics,Middle East,Debit Card,Home Office,2992.24,476.95,0.02,4,21.92804502536005,50.507100582601296
206,2024-01-09 13:00:00,Furniture,Middle East,Credit Card,Home Office,2543.06,358.47,0.25,5,22.602528252866275,35.29582569260501
